bank_name,branch_name,location,review,rating,date,sentiment_label,dominant_topic
Société Générale,"Société Générale - Lot N° 52 B angle route de Tassila et Rue ifrane, Agadir","Lot N° 52 B angle route de Tassila et Rue ifrane, Agadir",Just a bank,3,2018-01-01T11:59:59.575Z,neutral,Opérations bancaires et accès aux services
Société Générale,"Société Générale - Lot N° 52 B angle route de Tassila et Rue ifrane, Agadir","Lot N° 52 B angle route de Tassila et Rue ifrane, Agadir","I am an SGMB customer at the El Houda Agadir agency and I can only congratulate you on the work of the entire team, from the counter to the agency director, whom I salute Mr. Bendriouich, a rigorous, responsive agency that listens to its customers .
Thank you Mr. Bendriouich for your seriousness and professionalism.",5,2021-03-31T07:56:38.749291Z,positive,Problèmes de communication (appels non répondus)
Société Générale,"Société Générale - Lot N° 52 B angle route de Tassila et Rue ifrane, Agadir","Lot N° 52 B angle route de Tassila et Rue ifrane, Agadir",very fast service and best director of the bank is MR khalid BENDRIOUICH,5,2023-10-10T10:48:50.510371Z,positive,Problèmes de communication (appels non répondus)
Société Générale,"Société Générale - Lot N° 52 B angle route de Tassila et Rue ifrane, Agadir","Lot N° 52 B angle route de Tassila et Rue ifrane, Agadir",Societe Generale Bank. Credit. Exchange. Bank account and all banking transactions,5,2017-04-17T18:48:31.149Z,positive,Opérations bancaires et accès aux services
Société Générale,"Société Générale - Lot N° 52 B angle route de Tassila et Rue ifrane, Agadir","Lot N° 52 B angle route de Tassila et Rue ifrane, Agadir",Beautiful,5,2017-03-19T03:00:29.303Z,positive,Temps d'attente et expérience générale
CIH Bank,"CIH Bank - 1Er, 30 Av. Moulay Hassan I, Agadir","1Er, 30 Av. Moulay Hassan I, Agadir","Manque de respect. On parle aux clients comme si s’était des mendiant. Conseiller en pause de 2h. Agence sale mal entretenue. Chef d'agence en congé de 8semaines !!!!

Lack of respect. They talk to us clients with outmost disrespect as if we were beggers and not paying clients. Personnel in 2h lunch break!!! Whene we ask for director they say he wont be back until february (i was there in december 22nd)",1,2022-12-22T12:31:50.390812Z,positive,Avis positifs et satisfaction client
CIH Bank,"CIH Bank - 1Er, 30 Av. Moulay Hassan I, Agadir","1Er, 30 Av. Moulay Hassan I, Agadir","If I could give 0 I would, so disrespectful and rude, and so slow!!",1,2024-09-30T08:19:53.871670Z,negative,Service client négatif
CIH Bank,"CIH Bank - 1Er, 30 Av. Moulay Hassan I, Agadir","1Er, 30 Av. Moulay Hassan I, Agadir",I didn't like the janitor. He was a little mean and unprofessional.Other than that everything else is good.,2,2022-02-17T19:35:19.640225Z,positive,Avis positifs et satisfaction client
CIH Bank,"CIH Bank - 1Er, 30 Av. Moulay Hassan I, Agadir","1Er, 30 Av. Moulay Hassan I, Agadir",I think you should review how you treat your clients,2,2022-11-28T00:48:57.894346Z,positive,Service client négatif
CIH Bank,"CIH Bank - 1Er, 30 Av. Moulay Hassan I, Agadir","1Er, 30 Av. Moulay Hassan I, Agadir",Very bad service and there is no respect for costumers,1,2022-05-22T10:31:51.401Z,negative,Service client négatif
Société Générale,"Société Générale - 16 Rue Allal Ben Abdallah, Agadir","16 Rue Allal Ben Abdallah, Agadir","Hello, this is the third time that I have had a problem with my account and I
wanted to contact my bank agency agadir talborjt
They never answered me via the landline sometimes we are far away and we wanted to resolve our problem by telephone as now I am surprised to have found a withdrawal of 3000 dhs from my account which I did not make",1,2023-10-11T10:04:18.967052Z,negative,Problèmes de communication (appels non répondus)
Société Générale,"Société Générale - 16 Rue Allal Ben Abdallah, Agadir","16 Rue Allal Ben Abdallah, Agadir",Société Générale has a very very disappointing service they do not answer calls when making a complaint to open an account they are always present to complain they are always absent I am absolutely not satisfied with their services I even closed my account at because of their disrespectful behavior... sucks 👎🏽,1,2020-06-22T12:48:40.465366Z,negative,Service client négatif
Société Générale,"Société Générale - 16 Rue Allal Ben Abdallah, Agadir","16 Rue Allal Ben Abdallah, Agadir",I don't see the point in having a landline number if no one ever answers!!! It's disappointing and annoying.,1,2022-07-15T11:15:29.673296Z,negative,Problèmes de communication (appels non répondus)
Société Générale,"Société Générale - 16 Rue Allal Ben Abdallah, Agadir","16 Rue Allal Ben Abdallah, Agadir","My personal opinion, I do not recommend this bank, their services are below zero",1,2022-09-12T09:26:33.448999Z,negative,Service client négatif
Société Générale,"Société Générale - 16 Rue Allal Ben Abdallah, Agadir","16 Rue Allal Ben Abdallah, Agadir",Agency Banking of SG MB,4,2016-12-06T12:49:40.041Z,neutral,Ouverture de compte en agence
Attijariwafa Bank,"Attijariwafa Bank - 9CXX+W65، Avenue Al Farabi, Agadir","9CXX+W65، Avenue Al Farabi, Agadir",Terrible and no professional service!! 10 people wait only one desk work. Other bank workers try to look like hard working 🤣 no recommend,1,2024-09-02T09:36:18.486080Z,negative,Temps d'attente et expérience générale
Attijariwafa Bank,"Attijariwafa Bank - 9CXX+W65، Avenue Al Farabi, Agadir","9CXX+W65، Avenue Al Farabi, Agadir","you will wait and wait and wait, no turn organisation , small reception , only 6 seats available , dont go on fridays , it's really awful.",1,2023-08-25T13:40:26.179325Z,negative,Temps d'attente et expérience générale
Attijariwafa Bank,"Attijariwafa Bank - 9CXX+W65، Avenue Al Farabi, Agadir","9CXX+W65، Avenue Al Farabi, Agadir","Bad service,  waiting for ever for ur turn,  not recommended at all.",1,2020-07-28T13:37:25.312716Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 9CXX+W65، Avenue Al Farabi, Agadir","9CXX+W65، Avenue Al Farabi, Agadir",very bad service incompetent crew,1,2021-11-03T13:28:34.208588Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 9CXX+W65، Avenue Al Farabi, Agadir","9CXX+W65، Avenue Al Farabi, Agadir",Bad Service,2,2024-05-02T23:39:53.882203Z,negative,Service client négatif
Crédit Du,"Crédit Du - Place des Taxis -Imm. Bakrim -Q.I., Agadir","Place des Taxis -Imm. Bakrim -Q.I., Agadir",Good service,4,2017-10-17T22:27:41.283Z,positive,Avis positifs et satisfaction client
Crédit Du,"Crédit Du - Place des Taxis -Imm. Bakrim -Q.I., Agadir","Place des Taxis -Imm. Bakrim -Q.I., Agadir","I would like to address this complaint to you concerning an unfortunate incident that occurred during my visit to the Agency.

In fact, I traveled to your agency to make a payment during my lunch break. However, when my turn arrived, the cashier suddenly closed her session and left the agency without informing me of the situation. I learned from a colleague that it was on lunch break, although the opening hours mentioned on Google indicate that you remain open permanently until 4 p.m.

I left the other side of town, specifically to go to this agency based on the information available online. This situation was not only a waste of time (1 hour waiting on site), but also a total lack of respect towards me.

I expressed my dissatisfaction on site and asked to make a complaint, but I was advised to wait for the manager.

I am disappointed to see such a lack of quality of service. I hope that you will take the necessary measures to avoid the recurrence of such incidents in the future (provide 2 cashiers for example or indicate that you are closed)",1,2023-12-04T19:44:26.288455Z,negative,Service client négatif
Crédit Du,"Crédit Du - Place des Taxis -Imm. Bakrim -Q.I., Agadir","Place des Taxis -Imm. Bakrim -Q.I., Agadir","Shalom
I do not recommend this bank Al Mouqouama
to Moroccans living abroad especially he finds an excuse of Covid. I understand you of course in this health context of the pandemic but it has already been 12 days since I tried to contact them without success. No response to my email request. No response to landline and cell phone calls. It's shameful. You are not serving customers outside Morocco.",5,2021-09-17T12:57:28.718986Z,negative,Ouverture de compte en agence
Crédit Du,"Crédit Du - Place des Taxis -Imm. Bakrim -Q.I., Agadir","Place des Taxis -Imm. Bakrim -Q.I., Agadir",GOOD,3,2016-10-07T14:27:33.518Z,positive,Avis positifs et satisfaction client
Crédit Du,"Crédit Du - Place des Taxis -Imm. Bakrim -Q.I., Agadir","Place des Taxis -Imm. Bakrim -Q.I., Agadir",Beautiful agency,5,2017-02-27T07:40:19.621Z,positive,Temps d'attente et expérience générale
Brinks Maroc,"Brinks Maroc - 9FMM+8J3, tasilla, Dcheira El Jihadia","9FMM+8J3, tasilla, Dcheira El Jihadia",good,5,2019-01-20T12:10:04.322691899Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 9CXX+V7M, Rue 914, Agadir","9CXX+V7M, Rue 914, Agadir",Smal bank,3,2019-12-21T20:15:52.713977Z,neutral,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 9CXX+V7M, Rue 914, Agadir","9CXX+V7M, Rue 914, Agadir",Bad service !!,1,2019-08-23T14:17:42.438998Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 9CXX+V7M, Rue 914, Agadir","9CXX+V7M, Rue 914, Agadir",good,5,2019-10-01T16:01:16.561686Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 9CXX+V7M, Rue 914, Agadir","9CXX+V7M, Rue 914, Agadir",worst bp agency!! endless wait!! director still absent!!,1,2022-09-08T14:23:40.773565Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 9CXX+V7M, Rue 914, Agadir","9CXX+V7M, Rue 914, Agadir","Incompetent employees of incomparable weakness subhana lah in the morning supposedly, anarchy and disorder worse in the absence of a control system the guard of the agency who takes money to smuggle people
Questions:
a little power was given to him by who?
and why the agency employees say nothing since it damages the reputation of the BP",1,2023-03-06T11:42:21.407138Z,negative,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - 27 Bd 11 Janvier, Agadir","27 Bd 11 Janvier, Agadir",WORST SERVICE EVER,1,2023-07-27T14:16:44.417577Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 27 Bd 11 Janvier, Agadir","27 Bd 11 Janvier, Agadir",service mal,1,2023-07-27T15:27:23.734320Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - 27 Bd 11 Janvier, Agadir","27 Bd 11 Janvier, Agadir",Service lent,1,2023-10-16T12:31:37.795561Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - 27 Bd 11 Janvier, Agadir","27 Bd 11 Janvier, Agadir","..very warm welcome, excellent service, keep up the good work..",5,2024-08-17T01:11:35.366260Z,positive,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - 27 Bd 11 Janvier, Agadir","27 Bd 11 Janvier, Agadir",unpleasant staff lousy service,1,2023-07-27T14:38:57.239205Z,negative,Service client négatif
CIH Bank,"CIH Bank - Lot 34, Ave Abderrahim Bouabid, Agadir","Lot 34, Ave Abderrahim Bouabid, Agadir","The service is so bad 👎, and he behaves badly with customers.",1,2024-05-28T17:18:56.813612Z,negative,Service client négatif
CIH Bank,"CIH Bank - Lot 34, Ave Abderrahim Bouabid, Agadir","Lot 34, Ave Abderrahim Bouabid, Agadir","I had a bad experience with the branch manager trying to enquire about opening a USD account. I felt unwelcome there and the clueless unprofessional manager didn't want to help with any information. I left the branch, went to another one close to where I live, and that was where I was able to open an account with the help of a more friendly and professional agent.",1,2019-12-25T11:39:38.290902Z,negative,Service client négatif
CIH Bank,"CIH Bank - Lot 34, Ave Abderrahim Bouabid, Agadir","Lot 34, Ave Abderrahim Bouabid, Agadir","Very bad customer service, the director is an unprofessional and rude to customers and employees, he has no time mostly out for a coffee or a cigarette",1,2022-05-07T19:50:38.772950Z,negative,Service client négatif
CIH Bank,"CIH Bank - Lot 34, Ave Abderrahim Bouabid, Agadir","Lot 34, Ave Abderrahim Bouabid, Agadir","Bad costumer's service, it's a place to avoid, not recommend.",1,2021-10-28T04:43:11.750344Z,negative,Service client négatif
CIH Bank,"CIH Bank - Lot 34, Ave Abderrahim Bouabid, Agadir","Lot 34, Ave Abderrahim Bouabid, Agadir","Bad ,They always have problems with their bank system .",1,2022-05-26T05:34:28.247097Z,negative,Service client négatif
Al Barid,"Al Barid - 9CVJ+6F4, Agadir","9CVJ+6F4, Agadir",It would be better to delete this Bensercao postal center if the central administration cannot recruit it with competent employees and a sufficient number of them. Bensercao has no need for employees with a smile on their faces and they do not care about the citizens who are clients of the agency and the source of funding for Morocco Post.... So I ask you to either treat us in a humane manner befitting the name and history of Morocco Post or delete it completely so that we can rest from the torment of waiting and excessive use of the authority to procrastinate and dismiss. The eyes...,2,2018-06-28T10:15:37.540Z,positive,Ouverture de compte en agence
Al Barid,"Al Barid - 9CVJ+6F4, Agadir","9CVJ+6F4, Agadir",Incredible mishap today at the Bank... I take my ticket to wait and the security man has fun making people pass me by while I'm there waiting as if I had nothing else to do... A bank to avoid and avoid…,1,2024-08-23T10:59:49.032461Z,positive,Opérations bancaires et accès aux services
Al Barid,"Al Barid - 9CVJ+6F4, Agadir","9CVJ+6F4, Agadir","2nd day at Al Barid Bank Bensergao and we still haven't been able to open an account, it leaves something to be desired for the processing. No assistance, incompetent staff, no organization, not enough places to sit, people who come and don't respect the queue because they know someone there... WELLOW what an improvement!

Several hours of waiting before finally deciding to leave the establishment and open our account in another banking establishment.",1,2024-01-22T10:33:27.891400Z,negative,Service client négatif
Al Barid,"Al Barid - 9CVJ+6F4, Agadir","9CVJ+6F4, Agadir","What is wrong with the institution is the lack of employees. It is unthinkable for a group of this size to have only two employees to serve hundreds of customers daily, given the urban and population expansion that Bensargao has known for more than 20 years.",3,2023-10-03T07:13:09.244263Z,negative,Problèmes de communication (appels non répondus)
Al Barid,"Al Barid - 9CVJ+6F4, Agadir","9CVJ+6F4, Agadir","We have no need for this institution in Benserkaw in particular, nor in Morocco in general

Incompetent employees
Poor reputation
Service nul
-5 points",1,2022-04-20T16:11:15.726297Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - CC92+RG9, Bd Hassan II, Agadir","CC92+RG9, Bd Hassan II, Agadir",Bad experience 👎,1,2022-08-24T12:31:30.642420Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - CC92+RG9, Bd Hassan II, Agadir","CC92+RG9, Bd Hassan II, Agadir",Disservice,1,2022-11-08T13:10:57.011502Z,neutral,Ouverture de compte en agence
CIH Bank,"CIH Bank - Paul، N10 Lot 20, Lotissmt Founty, Agadir","Paul، N10 Lot 20, Lotissmt Founty, Agadir",This bank stole my money be careful! I tried to take money from ATM of this bank and it gave me nothing but still charged my account. Looks like scam,1,2022-11-30T12:52:57.233273Z,negative,Opérations bancaires et accès aux services
CIH Bank,"CIH Bank - Paul، N10 Lot 20, Lotissmt Founty, Agadir","Paul، N10 Lot 20, Lotissmt Founty, Agadir",Service is bad the security guard rude unpleasant person i don't recommend this bank,1,2023-09-27T15:22:39.909738Z,negative,Service client négatif
CIH Bank,"CIH Bank - Paul، N10 Lot 20, Lotissmt Founty, Agadir","Paul، N10 Lot 20, Lotissmt Founty, Agadir",Very bad bank experience ever had,1,2023-10-02T15:36:45.567364Z,negative,Service client négatif
CIH Bank,"CIH Bank - Paul، N10 Lot 20, Lotissmt Founty, Agadir","Paul، N10 Lot 20, Lotissmt Founty, Agadir","Good service, expecial online services",5,2023-11-14T09:28:41.103722Z,positive,Service client négatif
CIH Bank,"CIH Bank - Paul، N10 Lot 20, Lotissmt Founty, Agadir","Paul، N10 Lot 20, Lotissmt Founty, Agadir","Good welcome, Mrs. غزلان made us very welcome, thank you again for your professionalism.",5,2024-11-28T17:56:55.714900Z,positive,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - CC72+74C, Agadir","CC72+74C, Agadir","Probably the cheapest atm in the town. Only 33 Dirhams, where Euronet takes 65 Dirhams per transaction.",5,2024-12-27T12:27:52.332359Z,neutral,Ouverture de compte en agence
Banque Populaire,"Banque Populaire - CC72+74C, Agadir","CC72+74C, Agadir",Was not allowed to enter as I arrived at 3:45 p.m.,1,2024-12-23T14:54:20.685468Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - CCFP+7VG, Agadir","CCFP+7VG, Agadir",We can say that my experience has somewhat exhausted the desire to share my knowledge with others in such a way that they ended up realizing and not admitting this fact...,5,2023-05-26T09:04:01.420887Z,positive,Ouverture de compte en agence
Banque Populaire,"Banque Populaire - CCFP+7VG, Agadir","CCFP+7VG, Agadir",Very good service,5,2024-02-03T21:52:51.213578Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - CCFP+7VG, Agadir","CCFP+7VG, Agadir","Still, the server is down!!!",1,2022-12-08T14:06:26.329061Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - CCFP+7VG, Agadir","CCFP+7VG, Agadir",Very very bad service.,1,2020-12-09T09:53:19.232718Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - CCFP+7VG, Agadir","CCFP+7VG, Agadir",Bank out of time,2,2021-09-30T11:28:25.007268Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - 9FW8+GPM, Rue Ho 01, Agadir","9FW8+GPM, Rue Ho 01, Agadir",Cool,5,2022-12-09T13:19:12.480217Z,positive,Service client négatif
Banque Populaire,"Banque Populaire - 9FW8+GPM, Rue Ho 01, Agadir","9FW8+GPM, Rue Ho 01, Agadir","The staff operating at this agency have always served me well, especially the director who is extremely kind, but today the young, arrogant and irresponsible cashier showed me a lack of respect, even daring to refuse to serve me under the pretext that he will close to have lunch even though I was the only customer in the bank.
Faced with this feeling of contempt and humiliation because of the behavior of the cashier, I expressed my anger in my own way. It was then that the director of the agency intervened to force the cashier to make my transfer immediately and despite the latter continuing to provoke me in front of all the staff.
This kind of cashier is unworthy of working in such a well-reputed bank that respects its customers.",4,2024-01-16T15:28:58.473907Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 9FW8+GPM, Rue Ho 01, Agadir","9FW8+GPM, Rue Ho 01, Agadir","Operational bank, very professional advisors, attentive and very responsive.",5,2023-07-14T15:37:55.211054Z,positive,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - 9FW8+GPM, Rue Ho 01, Agadir","9FW8+GPM, Rue Ho 01, Agadir",Good services,5,2023-08-26T22:46:34.522762Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 9FW8+GPM, Rue Ho 01, Agadir","9FW8+GPM, Rue Ho 01, Agadir",good,4,2024-12-26T16:45:21.123747Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 9CRP+FGW, Agadir","9CRP+FGW, Agadir","Disappointing customer experience in this Elwifaq agency in Agadir.
- The waiting list system does not work, which leads to frustration and long waits.

- The file that I had prepared and sent online for the creation of my account never arrived at the agency, thus causing an unnecessary delay and a waste of time for everyone.

- The agency appeared to be facing major IT problems. The printer was not working, preventing necessary documents from being printed, and the remittance system was out of service, making any financial transaction impossible. These technical malfunctions not only prolonged the process but also created an atmosphere of chaos and incompetence.

- Another point to note: the lack of chairs, not only did I have to stand while creating my account, but this was also the case for a large part of the customers present. This made the wait even more painful.

However, I would like to point out that Mrs Bizgarn, the advisor, was really helpful and attentive despite these difficult conditions. She did her best to help.

I hope that this feedback will be taken into account to improve the waiting conditions and services of this agency.",1,2024-01-22T12:04:53.585112Z,positive,Service client négatif
Banque Populaire,"Banque Populaire - 9CRP+FGW, Agadir","9CRP+FGW, Agadir",Good services,4,2023-12-30T10:55:04.177849Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 9CRP+FGW, Agadir","9CRP+FGW, Agadir",good,4,2024-11-07T14:21:21.500946Z,positive,Avis positifs et satisfaction client
Bank Al,Bank Al - Agadir,Agadir,"The customer service is wonderful 🙂🙂.

But the Alyousr Connect application needs improvements so that it can keep up with other competitors.",4,2024-02-01T14:33:56.405110Z,positive,Temps d'attente et expérience générale
Bank Al,Bank Al - Agadir,Agadir,"Thank God for excellent treatment
I have experience with a number of banks, but there is no comparison to the ease, neither in terms of professionalism nor in terms of smoothness in dealing with files, and finally, the staff is of a high standard for me.",5,2024-01-31T19:59:11.877991Z,positive,Service client négatif
Bank Al,Bank Al - Agadir,Agadir,"Good services, good communication, competent employees in the Agadir Agency, especially Mr. Adel Azibi, the sister in charge of the Fund and others. We wish them good luck, prosperity and success.",5,2024-01-31T20:18:41.015440Z,positive,Ouverture de compte en agence
Bank Al,Bank Al - Agadir,Agadir,Not satisfied. Agent didn't even want to print the requested simulations to me,1,2024-01-29T16:32:10.484562Z,negative,Ouverture de compte en agence
Bank Al,Bank Al - Agadir,Agadir,"Excellent service, I highly recommend.",5,2024-01-31T20:24:54.662455Z,positive,Service client négatif
Banque Populaire,"Banque Populaire - CC79+QV7 complexe souss, Rue Mohamed Iqbal, Agadir","CC79+QV7 complexe souss, Rue Mohamed Iqbal, Agadir",ATM with 33 MAD fee - cheap,5,2024-10-02T17:13:57.841611Z,negative,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - CC79+QV7 complexe souss, Rue Mohamed Iqbal, Agadir","CC79+QV7 complexe souss, Rue Mohamed Iqbal, Agadir","SCAMMERS!!!!
Last week I tried to withdraw money, they didn't give it to me, but they charged it to my account.
THEY ARE SCAMMERS!!!
NOW FROM SPAIN I AM CLAIMING",1,2025-02-12T10:07:07.049763Z,negative,Opérations bancaires et accès aux services
Banque Populaire,"Banque Populaire - CC79+QV7 complexe souss, Rue Mohamed Iqbal, Agadir","CC79+QV7 complexe souss, Rue Mohamed Iqbal, Agadir",Card swallowed money debited and unreachable! Thieves,1,2023-08-15T12:17:44.471851Z,negative,Opérations bancaires et accès aux services
Banque Populaire,"Banque Populaire - CC79+QV7 complexe souss, Rue Mohamed Iqbal, Agadir","CC79+QV7 complexe souss, Rue Mohamed Iqbal, Agadir",sweet,5,2018-04-03T09:04:23.721Z,positive,Temps d'attente et expérience générale
Banque Populaire,"Banque Populaire - CC79+QV7 complexe souss, Rue Mohamed Iqbal, Agadir","CC79+QV7 complexe souss, Rue Mohamed Iqbal, Agadir",bad,2,2024-06-03T13:14:41.201206Z,negative,Service client négatif
Cash Plus,"Cash Plus - P4404, Ksar El-Kébir","P4404, Ksar El-Kébir",Ahsane Ajose,5,2021-11-07T20:06:12.322569Z,neutral,Temps d'attente et expérience générale
Cash Plus,"Cash Plus - P4404, Ksar El-Kébir","P4404, Ksar El-Kébir",good,4,2024-03-28T15:49:23.680256Z,positive,Avis positifs et satisfaction client
Cash Plus,"Cash Plus - P4404, Ksar El-Kébir","P4404, Ksar El-Kébir",good,5,2024-02-16T15:29:00.287248Z,positive,Avis positifs et satisfaction client
Baridcash Sidi,"Baridcash Sidi - RUE BIR ANZARANE، الطريق الوطنية رقم 8, Ksar el Kebir","RUE BIR ANZARANE، الطريق الوطنية رقم 8, Ksar el Kebir","presentable agent, fast service plus he has all the services",5,2021-05-07T22:28:44.509028Z,neutral,Temps d'attente et expérience générale
Baridcash Sidi,"Baridcash Sidi - RUE BIR ANZARANE، الطريق الوطنية رقم 8, Ksar el Kebir","RUE BIR ANZARANE، الطريق الوطنية رقم 8, Ksar el Kebir",Recent albarid cash agency with a variety of services,5,2021-05-09T17:34:30.314407Z,neutral,Temps d'attente et expérience générale
Baridcash Sidi,"Baridcash Sidi - RUE BIR ANZARANE، الطريق الوطنية رقم 8, Ksar el Kebir","RUE BIR ANZARANE، الطريق الوطنية رقم 8, Ksar el Kebir",bad,2,2022-08-15T15:16:43.712500Z,negative,Service client négatif
Baridcash Sidi,"Baridcash Sidi - RUE BIR ANZARANE، الطريق الوطنية رقم 8, Ksar el Kebir","RUE BIR ANZARANE، الطريق الوطنية رقم 8, Ksar el Kebir",good,5,2021-05-12T00:22:08.233817Z,positive,Avis positifs et satisfaction client
Cfg Bank,"Cfg Bank - JX9R+785, Marrakesh","JX9R+785, Marrakesh","A bank that wants to be luxury, but no flexibility, a lot of inconsistencies in their words, as it is new to the banking market, they hide behind the exchange office when they do not have the solution, claiming not to want to take any risks to be well ranked on the banking market. Keep your money at home, you will manage it much better.",1,2024-03-15T19:58:35.853252Z,neutral,Opérations bancaires et accès aux services
Cfg Bank,"Cfg Bank - JX9R+785, Marrakesh","JX9R+785, Marrakesh",good,5,2025-01-26T02:58:03.777378Z,positive,Avis positifs et satisfaction client
Cfg Bank,"Cfg Bank - JX9R+785, Marrakesh","JX9R+785, Marrakesh",neutral,3,2020-09-13T11:57:58.322819Z,neutral,Temps d'attente et expérience générale
Banque Populaire,"Banque Populaire - Banque Poulaire, 150 Rte de Fès, Marrakech","Banque Poulaire, 150 Rte de Fès, Marrakech","Nullll service the way of speaking with customers very low without resolving the problem and the lady responds to me in a provocative way without listening to me. I don't recommend this agency and I'm probably going to change it, it doesn't even deserve a star",1,2025-01-28T15:41:00.229334Z,negative,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - Banque Poulaire, 150 Rte de Fès, Marrakech","Banque Poulaire, 150 Rte de Fès, Marrakech",I would like to thank Touria for her professionalism and attentiveness! Very effective.,5,2025-02-04T09:12:22.941774Z,positive,Temps d'attente et expérience générale
Banque Populaire,"Banque Populaire - Banque Poulaire, 150 Rte de Fès, Marrakech","Banque Poulaire, 150 Rte de Fès, Marrakech","Zero service! I just asked to change my phone number to be able to pay my bills from the Chaabi net application. The young lady tells me that it has been done, but nothing has been done! Especially since the landline number made available to customers does not work! Impossible to contact the agency!!",1,2024-12-03T08:58:21.798667Z,positive,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - Banque Poulaire, 150 Rte de Fès, Marrakech","Banque Poulaire, 150 Rte de Fès, Marrakech",It is not up to the level it should be. You must be a VIP so that they can discuss your problems with the bank or answer the phone with you.,1,2024-07-17T14:27:52.440885Z,positive,Opérations bancaires et accès aux services
Banque Populaire,"Banque Populaire - Banque Poulaire, 150 Rte de Fès, Marrakech","Banque Poulaire, 150 Rte de Fès, Marrakech",lack of staff which makes the service very slow.  You have to wait 1 hour in the busy morning 🔥,1,2018-02-12T16:23:17.124Z,negative,Service client négatif
Agence Banque,"Agence Banque - JWHM+8CC, N8, Marrakesh","JWHM+8CC, N8, Marrakesh","I had a great experience and very Good customer service.
Mr Farnaoui the manager of this branch dealt with my enquiry quick and with curtesy. He is very professional and polite. Well done banque populaire to have such staff in your branch.",5,2022-05-30T14:01:52.227550Z,positive,Service client négatif
Agence Banque,"Agence Banque - JWHM+8CC, N8, Marrakesh","JWHM+8CC, N8, Marrakesh",Null,1,2023-06-14T22:49:37.219254Z,neutral,Ouverture de compte en agence
Agence Banque,"Agence Banque - JWHM+8CC, N8, Marrakesh","JWHM+8CC, N8, Marrakesh","The head of the Doha Agency treats the People’s Bank on Agadir Road: 0. She deals recklessly with the documents submitted to her. This is about my experience with her.
The employee before her was a good person and respected customers.",1,2021-10-12T06:40:24.039006Z,positive,Problèmes de communication (appels non répondus)
Agence Banque,"Agence Banque - JWHM+8CC, N8, Marrakesh","JWHM+8CC, N8, Marrakesh","Driven by these lagoons, no service, no waste, no decorations, everything is sleepy, everyone is sleepy, God bless you, unless you are inside a hotel.",1,2018-05-05T20:53:03.589Z,negative,Temps d'attente et expérience générale
Agence Banque,"Agence Banque - JWHM+8CC, N8, Marrakesh","JWHM+8CC, N8, Marrakesh","I say that there is a negligence on the part of some of the employees in this agency, not all of them, of course
I am finding it difficult to complete my financial transactions with you",1,2019-03-11T08:02:33.356250Z,negative,Opérations bancaires et accès aux services
Attijariwafa Bank,"Attijariwafa Bank - MX4Q+74Q, Bd 18 Novembre, Marrakech","MX4Q+74Q, Bd 18 Novembre, Marrakech",The best service 🙌,5,2025-01-10T23:23:58.762787Z,positive,Avis positifs et satisfaction client
Attijariwafa Bank,"Attijariwafa Bank - MX4Q+74Q, Bd 18 Novembre, Marrakech","MX4Q+74Q, Bd 18 Novembre, Marrakech","Lousy, hypocritical staff lacking professionalism. Ps respect for customers. we have the impression of attending one of the jamah lafna shows. Staff absent during service hours. Agency director who is more of a clown than his job. Go to this agency for entertainment and not to settle your business",1,2024-01-02T13:27:02.994285Z,neutral,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - MX4Q+74Q, Bd 18 Novembre, Marrakech","MX4Q+74Q, Bd 18 Novembre, Marrakech","Come when the bank opens, otherwise the wait is too long...",3,2024-11-12T13:05:38.375693Z,neutral,Temps d'attente et expérience générale
