bank_name,branch_name,location,review,rating,date,sentiment_label
Banque Populaire,"Banque Populaire Des Forces Armées Royales - 48 Bd Des Far Casablanca, Sidi Belyout","48 Bd Des Far Casablanca, Sidi Belyout","Bad service, incompetent and uneducated employees, I regret the day I decided to create an account with this agency",1,2023-06-15T09:06:17.258245Z,negative
Banque Populaire,"Banque Populaire Des Forces Armées Royales - 48 Bd Des Far Casablanca, Sidi Belyout","48 Bd Des Far Casablanca, Sidi Belyout","No respect for their commitment, no respect for the concept of time, no respect for their customers, I have been waiting for 9 days for a service (which is requested from them through their agency in Montreal), that the banks of countries that respect their citizens offer it to them in less than 5 minutes. I am very disappointed!!!",1,2018-11-15T16:19:42.830714812Z,positive
Banque Populaire,"Banque Populaire Des Forces Armées Royales - 48 Bd Des Far Casablanca, Sidi Belyout","48 Bd Des Far Casablanca, Sidi Belyout","Poor service, indifferent staff.. I regret choosing this agency to open my bank account",1,2020-01-03T15:10:54.046572Z,negative
Banque populaire,"Banque populaire al fouarat - HCGJ+86X, Bd du Fouarat, Casablanca","HCGJ+86X, Bd du Fouarat, Casablanca","Al-Fawawar Banking Agency is one of the active banking agencies affiliated with the Banque Populaire. Its location is well thought out, allowing you to access the agency in a smooth manner, whether you are with or without a car.
Very excellent service, quick reception of customers.
Please take the bank's application seriously and request that transactions be updated within 24 hours, as transactions take 5 to 6 days to appear on the application, which made me personally delete the application.
There are problems in the bank's information system",4,2022-06-21T07:33:57.823124Z,negative
Banque populaire,"Banque populaire al fouarat - HCGJ+86X, Bd du Fouarat, Casablanca","HCGJ+86X, Bd du Fouarat, Casablanca",Banque populaire fouarate hay azdine bank branch,3,2018-03-30T23:02:19.920Z,neutral
Banque populaire,"Banque populaire al fouarat - HCGJ+86X, Bd du Fouarat, Casablanca","HCGJ+86X, Bd du Fouarat, Casablanca",Best Popular Bank Agency,5,2023-11-16T21:27:03.210843Z,positive
Banque populaire,"Banque populaire al fouarat - HCGJ+86X, Bd du Fouarat, Casablanca","HCGJ+86X, Bd du Fouarat, Casablanca","🛀👰🛀👰👰 Oh Lord
Her name is Maryam Al-Youssoufi",3,2020-11-14T17:42:27.501198Z,neutral
Banque populaire,"Banque populaire al fouarat - HCGJ+86X, Bd du Fouarat, Casablanca","HCGJ+86X, Bd du Fouarat, Casablanca",Quality of SERVICES 5/5,5,2017-11-21T00:40:24.013Z,neutral
Cih Banque,"Cih Banque - Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca","Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca",Smooth service and beautiful ladies 🤪,5,2024-10-10T02:06:03.976797Z,positive
Cih Banque,"Cih Banque - Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca","Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca",System are down every time I got there,1,2024-05-13T14:55:58.796231Z,neutral
Cih Banque,"Cih Banque - Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca","Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca",Service nul,1,2024-09-24T12:16:31.774664Z,neutral
Cih Banque,"Cih Banque - Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca","Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca",Service null,1,2018-08-13T10:41:56.128Z,neutral
Cih Banque,"Cih Banque - Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca","Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca","Update to my old Google review.

I would like to warmly thank Mr. ANAS, the director of the agency, for his welcome during my visit. He took the time to listen to me attentively and was able to quickly find a solution to my problem. His professionalism, responsiveness and efficiency completely satisfied me.",5,2025-01-20T12:18:16.295154Z,positive
Banque Populaire,"Banque Populaire Moulay Youssef - 54, Res. My Youssef, bd My Youssef, Sidi Belyout","54, Res. My Youssef, bd My Youssef, Sidi Belyout","A disaster, to be avoided like the plague. So much so that I closed my account with them and they still haven't made it active after 9 months and still want to charge me. So to contact them, be patient because no one will answer you, even the director of the agency is absent, you will end up moving.",1,2022-09-23T10:37:35.297921Z,negative
Banque Populaire,"Banque Populaire Moulay Youssef - 54, Res. My Youssef, bd My Youssef, Sidi Belyout","54, Res. My Youssef, bd My Youssef, Sidi Belyout","Good morning,

I am satisfied with professional Bluetooth devices 5/5",5,2023-12-04T12:22:19.888109Z,positive
Banque Populaire,"Banque Populaire Moulay Youssef - 54, Res. My Youssef, bd My Youssef, Sidi Belyout","54, Res. My Youssef, bd My Youssef, Sidi Belyout",Wawaaa it's never been seen lousy service it looks like I walked into a bank from the 50s the girls don't even smile everything is old it's depressing plus catastrophic service the only good thing c the security agent was the nicest person smiling the rest not even talking about it anymore the infernal service it was sa3a falja7ima lidawazt fortunately I didn't open an account with them it's not encouraging at all.,1,2023-11-07T13:05:48.297545Z,positive
Banque Populaire,"Banque Populaire Moulay Youssef - 54, Res. My Youssef, bd My Youssef, Sidi Belyout","54, Res. My Youssef, bd My Youssef, Sidi Belyout",IT’S CATSTROPHIC WHY YOU ARE PUTTING CALL ADVISORS WHEN THEY ARE NOT RESPONDING TO PEOPLE SINCE LAST WEEK I HAVEN’T HAD A CALL BUT IT’S NOT PROFESSIONAL,1,2024-07-01T11:46:07.978654Z,neutral
Banque Populaire,"Banque Populaire Moulay Youssef - 54, Res. My Youssef, bd My Youssef, Sidi Belyout","54, Res. My Youssef, bd My Youssef, Sidi Belyout","A team of fasts attentive, an indisputable professionalism I do not regret at all having changed for the BP in particular this agency the treatment is provided by such by email or by traveling to me everyone is attentive and good advice, up to date information and product news even in times of pandemic no complaints, the work is assured the information is communicated, I congratulate you on your professionalism keep going",5,2022-01-19T14:25:28.357802Z,positive
Banque Populaire,"Banque Populaire Hay Sadri - 92, Av. Forces Auxil. Gr.b H.sadri","92, Av. Forces Auxil. Gr.b H.sadri",No experience,3,2015-04-15T15:07:56.547Z,negative
Banque Populaire,"Banque Populaire Hay Sadri - 92, Av. Forces Auxil. Gr.b H.sadri","92, Av. Forces Auxil. Gr.b H.sadri","This agency disappoints me day after day, no service, phone unreachable. We chose the Banque Populaire but the service in this agency made me change my mind 👎",1,2021-09-09T11:27:44.467094Z,negative
Banque Populaire,"Banque Populaire Hay Sadri - 92, Av. Forces Auxil. Gr.b H.sadri","92, Av. Forces Auxil. Gr.b H.sadri",It's very good,1,2016-07-23T19:18:53.232Z,positive
Banque Populaire,"Banque Populaire Hay Sadri - 92, Av. Forces Auxil. Gr.b H.sadri","92, Av. Forces Auxil. Gr.b H.sadri",No service fhad agency,1,2022-08-16T23:02:25.788592Z,negative
Banque Populaire,"Banque Populaire Hay Sadri - 92, Av. Forces Auxil. Gr.b H.sadri","92, Av. Forces Auxil. Gr.b H.sadri",he doesn't answer the phone.,1,2020-02-12T12:51:52.102226Z,neutral
Attijari Wafa,"Attijari Wafa Bank Agence Sokrate - H9F4+XXC, Bd Yacoub El Mansour, Casablanca","H9F4+XXC, Bd Yacoub El Mansour, Casablanca",biggest mistake ! relation client allah ijib,1,2024-10-04T09:12:41.055258Z,negative
Attijari Wafa,"Attijari Wafa Bank Agence Sokrate - H9F4+XXC, Bd Yacoub El Mansour, Casablanca","H9F4+XXC, Bd Yacoub El Mansour, Casablanca",Lack of amability of the staff over there,2,2021-08-15T08:32:35.973165Z,negative
Attijari Wafa,"Attijari Wafa Bank Agence Sokrate - H9F4+XXC, Bd Yacoub El Mansour, Casablanca","H9F4+XXC, Bd Yacoub El Mansour, Casablanca",Good location,4,2019-12-12T11:15:06.854717Z,positive
Attijari Wafa,"Attijari Wafa Bank Agence Sokrate - H9F4+XXC, Bd Yacoub El Mansour, Casablanca","H9F4+XXC, Bd Yacoub El Mansour, Casablanca",Good service,5,2018-02-22T18:13:07.480Z,positive
Attijari Wafa,"Attijari Wafa Bank Agence Sokrate - H9F4+XXC, Bd Yacoub El Mansour, Casablanca","H9F4+XXC, Bd Yacoub El Mansour, Casablanca",Sig attijari wafabank,5,2017-07-25T18:07:59.699Z,neutral
Attijari wafa,"Attijari wafa bank - HC6Q+499, 20670 Av. du 10 Mars 1982, Casablanca","HC6Q+499, 20670 Av. du 10 Mars 1982, Casablanca","I had a very bad experience with the March 10 agency in Casablanca. I opened an account with them, but after the first month, I wanted to close it. Despite my numerous efforts, they refuse to close it and continue to give me false information.

Additionally, they added unsolicited options to my account, which generated significant fees that I never agreed to. Today, I find myself in debt and they still refuse to close my account.

I strongly advise against this bank and recommend avoiding it.",1,2025-01-14T11:57:47.954390Z,negative
Attijari wafa,"Attijari wafa bank - HC6Q+499, 20670 Av. du 10 Mars 1982, Casablanca","HC6Q+499, 20670 Av. du 10 Mars 1982, Casablanca",I never recommend this agency,1,2025-02-27T19:06:05.466408Z,negative
Attijari wafa,"Attijari wafa bank - HC6Q+499, 20670 Av. du 10 Mars 1982, Casablanca","HC6Q+499, 20670 Av. du 10 Mars 1982, Casablanca","God suffices me, and He is the best disposer of affairs among you, a service without conscience or professionalism. If the calls were actually recorded, I will prove that the employee is not qualified, because she did not inform me of my actual balance, but rather decreased it. If it is proven that my balance is incomplete, this means that there is embezzlement and its time for every recent incident.",1,2022-06-30T14:21:51.303761Z,positive
Attijari wafa,"Attijari wafa bank - HC6Q+499, 20670 Av. du 10 Mars 1982, Casablanca","HC6Q+499, 20670 Av. du 10 Mars 1982, Casablanca","I am an immigrant and I have not been able to call the bank for a week. Every time I call, the line gets disconnected. May God separate the customer service employee with her head on her body. She blocked my number. May God bless her heart.",1,2021-10-12T13:52:00.805751Z,positive
Attijari wafa,"Attijari wafa bank - HC6Q+499, 20670 Av. du 10 Mars 1982, Casablanca","HC6Q+499, 20670 Av. du 10 Mars 1982, Casablanca","Using the cashier in exchange for non-negligence with customers and wasting time, otherwise you ask for a specific service and he tries to evade",1,2022-08-02T11:17:27.511203Z,negative
Banque Populaire,"Banque Populaire - H9CC+PXX, Rue Bachir Laalej, Casablanca","H9CC+PXX, Rue Bachir Laalej, Casablanca",Very bad service,1,2025-01-09T14:25:07.341141Z,negative
Banque Populaire,"Banque Populaire - H9CC+PXX, Rue Bachir Laalej, Casablanca","H9CC+PXX, Rue Bachir Laalej, Casablanca","Frankly, avoid too much food. This morning we had breakfast which gave me some doubts. Mr. responsible please pay attention to people's health.",1,2019-06-24T16:01:22.694819Z,neutral
Banque Populaire,"Banque Populaire - H9CC+PXX, Rue Bachir Laalej, Casablanca","H9CC+PXX, Rue Bachir Laalej, Casablanca","Banque populaire bvd abdelmoumen is the worst bank agency I have ever seen in my entire life
Very poor, unwelcoming staff
Too disappointed",1,2022-02-07T09:18:12.479003Z,negative
Banque Populaire,"Banque Populaire - H9CC+PXX, Rue Bachir Laalej, Casablanca","H9CC+PXX, Rue Bachir Laalej, Casablanca",bad,1,2023-07-21T12:16:07.451205Z,negative
Banque Populaire,"Banque Populaire - H9CC+PXX, Rue Bachir Laalej, Casablanca","H9CC+PXX, Rue Bachir Laalej, Casablanca",bad,1,2020-03-18T11:22:44.674858Z,negative
CIH BANK,"CIH BANK - Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Dar-el-Beida","Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Dar-el-Beida","I have an account for over 5 years now, I don't have credit card or anything else on the account, I moved to another city when the agency in my city calls them to change the number or the agency they refuse and request My presence. I got no service from this bank and by law that account should be  canceled since It has been over 6 years",1,2023-08-23T13:54:54.607017Z,negative
CIH BANK,"CIH BANK - Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Dar-el-Beida","Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Dar-el-Beida","The worst experience ever.
The people there are very very mean and not helpful at all. The system is always down and the agency never answer the phone, it is always plugged out. Also there this Sonia Rabii who is terrible at treating her clients, always on PTOs and never answers the phone or emails. I don't understand why no one is interfering in this....",1,2021-05-18T13:08:43.635667Z,negative
CIH BANK,"CIH BANK - Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Dar-el-Beida","Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Dar-el-Beida","Terrible service
I was treated very rudely by the front desk",1,2021-03-26T14:34:42.110116Z,negative
CIH BANK,"CIH BANK - Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Dar-el-Beida","Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Dar-el-Beida",On a Saturday with system down their doors were open.,5,2019-05-19T01:54:50.293085Z,neutral
CIH BANK,"CIH BANK - Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Dar-el-Beida","Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Dar-el-Beida","Very mean people, Poor customer service.",1,2018-07-13T17:06:45.561Z,negative
CFG Bank,"CFG Bank - Headquarters - Palm Agency - 5 Rue Ibnou Toufail, Casablanca","5 Rue Ibnou Toufail, Casablanca",I love your transparency and honesty. Focusing too much on Good looking and shining 🌟 Outlook while underperforming in client advisory and providing necessary information ℹ️ don't seem to be a good strategy. Can be better. You deserve better! Good luck 🤞,3,2021-11-09T11:03:18.074082Z,positive
CFG Bank,"CFG Bank - Headquarters - Palm Agency - 5 Rue Ibnou Toufail, Casablanca","5 Rue Ibnou Toufail, Casablanca",Complaint processing time for unsuccessful withdrawal already 1 month and still no response. Very disappointing,1,2025-02-06T12:00:40.840316Z,negative
CFG Bank,"CFG Bank - Headquarters - Palm Agency - 5 Rue Ibnou Toufail, Casablanca","5 Rue Ibnou Toufail, Casablanca","I would like to share my positive experience with my professional bank. The services offered are truly excellent and the staff are incredibly attentive to my needs. In particular, I would like to warmly thank the lady in the office who is always available to help me find solutions for my professional needs.

His attention and patience allowed me to resolve many problems and obtain clear answers to my questions. It is always a pleasure to do business with her and I am delighted to receive such excellent customer service.

Overall, I highly recommend this professional bank to anyone looking for quality banking services and attentive, knowledgeable staff. Thanks again to the whole team for their excellent work!",5,2023-04-28T01:37:32.475078Z,positive
CFG Bank,"CFG Bank - Headquarters - Palm Agency - 5 Rue Ibnou Toufail, Casablanca","5 Rue Ibnou Toufail, Casablanca","I should have seen the Google reviews before choosing this agency. A bank that I highly recommend, but unfortunately an agency that I strongly advise against. Not available, ZERO customer service and above all an advisor (Myriam R) who looks down on you, unprofessional and never available. She's the worst advisor I've had since opening my first bank account!!!!
In my opinion, I think she chose the wrong profession. I don't know what she can do in her life but one thing is sure not to be a bank advisor.

If I could give this agency zero stars, I would!!!",1,2021-06-01T13:04:56.815129Z,negative
CFG Bank,"CFG Bank - Headquarters - Palm Agency - 5 Rue Ibnou Toufail, Casablanca","5 Rue Ibnou Toufail, Casablanca","Horrible contact with this office, always absent, no phone answer, when they have a problem it's up to you to solve it, the ATM doesn't work, they refuse to take checks and the answer is; I quote; find another ATM that works if you want to deposit your check, we are not allowed to take it in an agency!!!
As if a business manager had the time to go around the ATMs of Casablanca to deposit a check.
I strongly advise against this bank.",1,2021-08-13T10:20:48.724542Z,negative
Banque UMB,"Banque UMB - 36 Rue Tahar Sebti, Casablanca","36 Rue Tahar Sebti, Casablanca",Perfect,4,2016-10-29T10:40:58.441Z,positive
Banque UMB,"Banque UMB - 36 Rue Tahar Sebti, Casablanca","36 Rue Tahar Sebti, Casablanca",good,4,2023-12-19T05:37:23.267538Z,positive
Banque UMB,"Banque UMB - 36 Rue Tahar Sebti, Casablanca","36 Rue Tahar Sebti, Casablanca",good,4,2023-11-10T12:06:39.983899Z,positive
Banque UMB,"Banque UMB - 36 Rue Tahar Sebti, Casablanca","36 Rue Tahar Sebti, Casablanca",neutral,3,2023-06-14T09:29:50.872529Z,neutral
Banque UMB,"Banque UMB - 36 Rue Tahar Sebti, Casablanca","36 Rue Tahar Sebti, Casablanca",good,5,2021-12-13T22:19:18.354304Z,positive
Banque Populaire,"Banque Populaire El Fida - Bd El Fida, Casablanca","Bd El Fida, Casablanca",good,5,2021-01-04T14:23:20.472443Z,positive
AttijariWafa Bank,"AttijariWafa Bank - 31 Rue Ali Abderrazzak, Casablanca","31 Rue Ali Abderrazzak, Casablanca",Worst ever.Very bad service and communication .,1,2023-12-12T10:21:17.436789Z,negative
AttijariWafa Bank,"AttijariWafa Bank - 31 Rue Ali Abderrazzak, Casablanca","31 Rue Ali Abderrazzak, Casablanca",Poor customer service,1,2022-12-27T15:44:32.040374Z,negative
AttijariWafa Bank,"AttijariWafa Bank - 31 Rue Ali Abderrazzak, Casablanca","31 Rue Ali Abderrazzak, Casablanca",Unfriendly employees who are not customer friendly. Refusing to think about a solution that was caused by the bank itself. Bunch of amateurs. I'll get my money.,1,2023-12-04T14:33:38.476016Z,negative
AttijariWafa Bank,"AttijariWafa Bank - 31 Rue Ali Abderrazzak, Casablanca","31 Rue Ali Abderrazzak, Casablanca",Very slow service and for each operation it takes a lot of waiting time to be executed,1,2024-06-03T11:57:07.210538Z,neutral
AttijariWafa Bank,"AttijariWafa Bank - 31 Rue Ali Abderrazzak, Casablanca","31 Rue Ali Abderrazzak, Casablanca","Customer service too slow to reach, queue too long; respond in a few days or even weeks to interactions by messaging provided in their application.
bank focused on digital on the technical part without being prepared.",1,2021-12-13T10:56:02.328571Z,positive
Attijariwafa Bank,"Attijariwafa Bank Bouznika - QRQQ+QW6, Bouznika","QRQQ+QW6, Bouznika","Not even worth a star,
Lack of communication, ungrateful behavior
especially the lady in charge of customers,

try to better understand customer requests instead of saying your damn next word... Without addressing the issues",1,2025-02-07T19:45:21.011588Z,negative
Attijariwafa Bank,"Attijariwafa Bank Bouznika - QRQQ+QW6, Bouznika","QRQQ+QW6, Bouznika","To reach Bouznika by telephone, there is no one. poorly organized. I see that the director who works seriously I hope the great boss of Attijari wafa Bank, who looks at people's opinions like that he corrects the faults of this agency",1,2024-08-12T08:49:39.950576Z,positive
Attijariwafa Bank,"Attijariwafa Bank Bouznika - QRQQ+QW6, Bouznika","QRQQ+QW6, Bouznika","Attijariwafa Bank in the city centre
AttijariWafa bank at downtown",2,2019-03-18T12:42:07.834688Z,neutral
Attijariwafa Bank,"Attijariwafa Bank Bouznika - QRQQ+QW6, Bouznika","QRQQ+QW6, Bouznika",No organization,1,2024-08-13T13:41:17.422206Z,negative
Attijariwafa Bank,"Attijariwafa Bank Bouznika - QRQQ+QW6, Bouznika","QRQQ+QW6, Bouznika",what valve,1,2021-05-16T14:50:41.825493Z,neutral
CIH BANK,"CIH BANK - Bd Bir Anzarane, Bouznika","Bd Bir Anzarane, Bouznika","I want to express my gratitude for the excellent service at CIH Bank. Every experience has been smooth and professional, thanks to the dedicated team. A special mention to [her name], a remarkable commercial agent who goes above and beyond to assist clients with patience, expertise, and a friendly attitude. Her professionalism and dedication truly make a difference. CIH Bank is fortunate to have such a committed professional on their team. Keep up the great work!",5,2025-01-30T16:09:28.158122Z,positive
CIH BANK,"CIH BANK - Bd Bir Anzarane, Bouznika","Bd Bir Anzarane, Bouznika","I don't recommend this bank stay away from this company if you don't want to suffer , they always have connections problems , today i waited 2 hours to deliver my check in the end they ask me to return tomorrow because the system is down , I'm disappointed 😞",1,2023-04-07T13:32:52.345418Z,negative
CIH BANK,"CIH BANK - Bd Bir Anzarane, Bouznika","Bd Bir Anzarane, Bouznika",Service terrible,1,2021-09-11T03:36:32.864045Z,negative
CIH BANK,"CIH BANK - Bd Bir Anzarane, Bouznika","Bd Bir Anzarane, Bouznika","Very poor service, the employee behaves as if she were the boss of this establishment...she works slowly the longer she leaves the workstation for 15 or 20 minutes. you have to wait there for a long time.. she asks you to come back 2 or 3 days because she won't have time to process your request today, there were only 4 customers in front of her....I wanted to open a account with them, I canceled..",1,2023-11-15T14:29:54.238107Z,negative
CIH BANK,"CIH BANK - Bd Bir Anzarane, Bouznika","Bd Bir Anzarane, Bouznika","Their counter is always empty: for more than 2 years every time I go to get money the counter is empty 9 times out of 10. The problem is that it is the only CIH agency in Bouznika. The branch manager is absolute rubbish... I had to change banks, they are really not professional, it's less well managed than a grocery store...",1,2022-11-15T14:14:55.278743Z,negative
Société Générale,"Société Générale - ANGLE BOULEVARD BIR ANZARANE RUE PALESTINE, Bouznika","ANGLE BOULEVARD BIR ANZARANE RUE PALESTINE, Bouznika","The young lady on the cash register is very welcoming and smiling, rare to see this type of employee.",5,2024-02-06T08:06:06.229719Z,positive
Société Générale,"Société Générale - ANGLE BOULEVARD BIR ANZARANE RUE PALESTINE, Bouznika","ANGLE BOULEVARD BIR ANZARANE RUE PALESTINE, Bouznika",Level services,4,2023-09-12T21:02:52.648138Z,neutral
Société Générale,"Société Générale - ANGLE BOULEVARD BIR ANZARANE RUE PALESTINE, Bouznika","ANGLE BOULEVARD BIR ANZARANE RUE PALESTINE, Bouznika",BOUZNIKA2018,3,2018-12-06T10:01:53.582468958Z,neutral
Société Générale,"Société Générale - ANGLE BOULEVARD BIR ANZARANE RUE PALESTINE, Bouznika","ANGLE BOULEVARD BIR ANZARANE RUE PALESTINE, Bouznika",good,5,2017-03-28T18:56:23.585Z,positive
Barid Bank,"Barid Bank - QRQQ+CGC, Bouznika","QRQQ+CGC, Bouznika",Poor service too many waits,1,2023-10-09T12:57:49.036790Z,negative
Barid Bank,"Barid Bank - QRQQ+CGC, Bouznika","QRQQ+CGC, Bouznika","Long queue, no order and poor service. Go find service elsewhere.",1,2024-01-12T12:08:55.022228Z,negative
Barid Bank,"Barid Bank - QRQQ+CGC, Bouznika","QRQQ+CGC, Bouznika","Catastrophic service and organization, very long waiting times and few staff for around thirty customers (4 hours for an employee at the counter serving 30 people).",1,2022-08-03T09:31:02.838363Z,negative
Barid Bank,"Barid Bank - QRQQ+CGC, Bouznika","QRQQ+CGC, Bouznika","Poor service, too much waiting",1,2023-07-24T13:38:44.681303Z,negative
Barid Bank,"Barid Bank - QRQQ+CGC, Bouznika","QRQQ+CGC, Bouznika","Very good, A director listens!",5,2024-05-12T10:11:39.184227Z,positive
BMCE BOUZNIKA,"BMCE BOUZNIKA - QRQR+M2P, Avenue Hassan II, Bouznika","QRQR+M2P, Avenue Hassan II, Bouznika",Best employer Mr Mounire a helpful agent smiles very kind I thank him I am from home and it is not comparable with the agents we have here I wish him good luck and hoping the Grand management will offer him more which..... HATS for this gentleman (و الله لا يضيع آجر من أحسن عملا),5,2020-03-06T13:51:08.756376Z,positive
BMCE BOUZNIKA,"BMCE BOUZNIKA - QRQR+M2P, Avenue Hassan II, Bouznika","QRQR+M2P, Avenue Hassan II, Bouznika","Several emails and phone calls for nothing
In 2023 we will not be able to resolve a problem online for people who are abroad",1,2023-06-21T13:57:17.992746Z,neutral
BMCE BOUZNIKA,"BMCE BOUZNIKA - QRQR+M2P, Avenue Hassan II, Bouznika","QRQR+M2P, Avenue Hassan II, Bouznika",Too slow,1,2023-05-08T11:04:28.808343Z,neutral
BMCE BOUZNIKA,"BMCE BOUZNIKA - QRQR+M2P, Avenue Hassan II, Bouznika","QRQR+M2P, Avenue Hassan II, Bouznika",Jdr,3,2018-12-28T12:08:04.343881193Z,neutral
BMCE BOUZNIKA,"BMCE BOUZNIKA - QRQR+M2P, Avenue Hassan II, Bouznika","QRQR+M2P, Avenue Hassan II, Bouznika",bad,1,2023-02-14T12:27:12.356500Z,negative
Banque Populaire,"Banque Populaire - QRJR+WPF, Bouznika","QRJR+WPF, Bouznika",👎,1,2024-11-20T12:08:38.169379Z,neutral
Banque Populaire,"Banque Populaire - QRJR+WPF, Bouznika","QRJR+WPF, Bouznika",good,5,2022-02-28T22:45:52.961296Z,positive
"Banque Chaabi,","Banque Chaabi, Agence Ibn Khaldoun - QRCV+V4P, Bouznika","QRCV+V4P, Bouznika",The popular bank is a good bank in general given the efforts made to modernize further but for some of its branches it remains to be desired,4,2023-11-26T13:23:51.373315Z,positive
"Banque Chaabi,","Banque Chaabi, Agence Ibn Khaldoun - QRCV+V4P, Bouznika","QRCV+V4P, Bouznika","Don't bother calling
There is no telephone.
Not very serious for a bank",1,2023-09-28T10:16:56.383828Z,neutral
"Banque Chaabi,","Banque Chaabi, Agence Ibn Khaldoun - QRCV+V4P, Bouznika","QRCV+V4P, Bouznika","A bank on Benslimane Road has an automatic counter
Bank in Benslimane road with ATM",3,2019-03-24T23:44:55.709544Z,neutral
"Banque Chaabi,","Banque Chaabi, Agence Ibn Khaldoun - QRCV+V4P, Bouznika","QRCV+V4P, Bouznika","Zero service, plus they don't answer the phone.",1,2022-06-06T10:55:52.577626Z,neutral
"Banque Chaabi,","Banque Chaabi, Agence Ibn Khaldoun - QRCV+V4P, Bouznika","QRCV+V4P, Bouznika",good,4,2023-12-04T16:12:14.522861Z,positive
Crédit du,"Crédit du Maroc - Avenue Allal Ben Abdellah, Bouznika","Avenue Allal Ben Abdellah, Bouznika",It s close definitivly,1,2023-08-01T17:42:06.066936Z,neutral
Crédit du,"Crédit du Maroc - Avenue Allal Ben Abdellah, Bouznika","Avenue Allal Ben Abdellah, Bouznika",This Moroccan credit agency is closed and has been moved to Ben Slimane. So it's better not to look for it.,5,2023-02-19T15:45:45.057219Z,positive
Crédit du,"Crédit du Maroc - Avenue Allal Ben Abdellah, Bouznika","Avenue Allal Ben Abdellah, Bouznika","The agency has been closed since June 2022, I don't know why it is still open on maps, whatever",1,2022-11-02T11:24:55.397645Z,neutral
Crédit du,"Crédit du Maroc - Avenue Allal Ben Abdellah, Bouznika","Avenue Allal Ben Abdellah, Bouznika",Très mauvaise expérience,1,2020-08-05T10:56:35.890441Z,neutral
Crédit du,"Crédit du Maroc - Avenue Allal Ben Abdellah, Bouznika","Avenue Allal Ben Abdellah, Bouznika",bad,1,2019-03-12T22:08:07.774414Z,negative
Agence Attijariwafa,"Agence Attijariwafa Bank - QRJQ+5P3, Bouznika","QRJQ+5P3, Bouznika","I am writing to express my dissatisfaction with the service I received at this bank.
Unfortunately, my recent experiences have left me frustrated and disappointed",1,2024-08-08T11:21:23.209932Z,negative
Agence Attijariwafa,"Agence Attijariwafa Bank - QRJQ+5P3, Bouznika","QRJQ+5P3, Bouznika",Good dealing with customers. Speed ​​in everything. Thank you,5,2024-04-03T09:38:23.655054Z,positive
Agence Attijariwafa,"Agence Attijariwafa Bank - QRJQ+5P3, Bouznika","QRJQ+5P3, Bouznika",Huge wait to make a little paper the opening hours have nothing to do with the availability of staff if you set times at least respect them!!!,1,2023-09-19T10:13:29.549652Z,positive
Crédit Agricole,"Crédit Agricole du Maroc - et rue El Arab, Angle Av. Hassan II, Bouznika","et rue El Arab, Angle Av. Hassan II, Bouznika","Bouznika
worst bank in the whole world and always grumpy staff bad experience",1,2025-02-06T22:26:54.319542Z,negative
Crédit Agricole,"Crédit Agricole du Maroc - et rue El Arab, Angle Av. Hassan II, Bouznika","et rue El Arab, Angle Av. Hassan II, Bouznika",The system is always broken,1,2021-04-03T09:28:41.172232Z,negative
Crédit Agricole,"Crédit Agricole du Maroc - et rue El Arab, Angle Av. Hassan II, Bouznika","et rue El Arab, Angle Av. Hassan II, Bouznika",good,5,2022-11-02T11:19:34.676670Z,positive
Bmci,"Bmci - 5 boulevard Bir Anzarane, Bouznika","5 boulevard Bir Anzarane, Bouznika","I gave one star just to give an opinion.
Bad service and staff.
I
After my personal experience I advise against it.👎👎👎👎👎👎👎👎",1,2024-12-12T11:23:30.616881Z,negative
Bmci,"Bmci - 5 boulevard Bir Anzarane, Bouznika","5 boulevard Bir Anzarane, Bouznika","I'm adding one star, just because unfortunately I can't give less. 1h20 to make a payment, staff not professional at all and very very slow service, I strongly advise against it!",1,2022-11-17T12:33:21.014553Z,neutral
Bmci,"Bmci - 5 boulevard Bir Anzarane, Bouznika","5 boulevard Bir Anzarane, Bouznika","Very happy to have an account opened in this agency
The staff are also very helpful and understanding. The level of service is very high, whether in person or by telephone. Especially Mrs. Sara Hoummane. I thank her very much for what she does.
I recommend it to you.",5,2024-07-04T19:51:33.016946Z,positive
